,Product Collection,Processor Number,Code Name,Total Cores,Launch Date,Intel® VT-x with Extended Page Tables (EPT) ‡,Vertical Segment,Intel® Virtualization Technology with Redirect Protection (VT-rp) ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Quarter,Year
596,2nd Generation Intel® Xeon® Scalable Processors,5215,Products formerly Cascade Lake,10,Q2'19,Yes,Server,nan,Yes,Yes,2,19
597,2nd Generation Intel® Xeon® Scalable Processors,5215L,Products formerly Cascade Lake,10,Q2'19,Yes,Server,nan,Yes,Yes,2,19
598,2nd Generation Intel® Xeon® Scalable Processors,5217,Products formerly Cascade Lake,8,Q2'19,Yes,Server,nan,Yes,Yes,2,19
599,2nd Generation Intel® Xeon® Scalable Processors,5218,Products formerly Cascade Lake,16,Q2'19,Yes,Server,nan,Yes,Yes,2,19
600,2nd Generation Intel® Xeon® Scalable Processors,5218B,Products formerly Cascade Lake,16,Q2'19,Yes,Server,nan,Yes,Yes,2,19
601,2nd Generation Intel® Xeon® Scalable Processors,5218N,Products formerly Cascade Lake,16,Q2'19,Yes,Server,nan,Yes,Yes,2,19
602,2nd Generation Intel® Xeon® Scalable Processors,5218T,Products formerly Cascade Lake,16,Q2'19,Yes,Server,nan,Yes,Yes,2,19
603,2nd Generation Intel® Xeon® Scalable Processors,5220,Products formerly Cascade Lake,18,Q2'19,Yes,Server,nan,Yes,Yes,2,19
604,2nd Generation Intel® Xeon® Scalable Processors,5220S,Products formerly Cascade Lake,18,Q2'19,Yes,Server,nan,Yes,Yes,2,19
605,2nd Generation Intel® Xeon® Scalable Processors,5220T,Products formerly Cascade Lake,18,Q2'19,Yes,Server,nan,Yes,Yes,2,19
606,2nd Generation Intel® Xeon® Scalable Processors,5222,Products formerly Cascade Lake,4,Q2'19,Yes,Server,nan,Yes,Yes,2,19
607,2nd Generation Intel® Xeon® Scalable Processors,6209U,Products formerly Cascade Lake,20,Q2'19,Yes,Server,nan,Yes,Yes,2,19
608,2nd Generation Intel® Xeon® Scalable Processors,6210U,Products formerly Cascade Lake,20,Q2'19,Yes,Server,nan,Yes,Yes,2,19
609,2nd Generation Intel® Xeon® Scalable Processors,6212U,Products formerly Cascade Lake,24,Q2'19,Yes,Server,nan,Yes,Yes,2,19
610,2nd Generation Intel® Xeon® Scalable Processors,6222V,Products formerly Cascade Lake,20,Q2'19,Yes,Server,nan,Yes,Yes,2,19
611,2nd Generation Intel® Xeon® Scalable Processors,6226,Products formerly Cascade Lake,12,Q2'19,Yes,Server,nan,Yes,Yes,2,19
612,2nd Generation Intel® Xeon® Scalable Processors,6230,Products formerly Cascade Lake,20,Q2'19,Yes,Server,nan,Yes,Yes,2,19
613,2nd Generation Intel® Xeon® Scalable Processors,6230N,Products formerly Cascade Lake,20,Q2'19,Yes,Server,nan,Yes,Yes,2,19
614,2nd Generation Intel® Xeon® Scalable Processors,6230T,Products formerly Cascade Lake,20,Q2'19,Yes,Server,nan,Yes,Yes,2,19
615,2nd Generation Intel® Xeon® Scalable Processors,6234,Products formerly Cascade Lake,8,Q2'19,Yes,Server,nan,Yes,Yes,2,19
616,2nd Generation Intel® Xeon® Scalable Processors,6238,Products formerly Cascade Lake,22,Q2'19,Yes,Server,nan,Yes,Yes,2,19
617,2nd Generation Intel® Xeon® Scalable Processors,6238L,Products formerly Cascade Lake,22,Q2'19,Yes,Server,nan,Yes,Yes,2,19
618,2nd Generation Intel® Xeon® Scalable Processors,6238T,Products formerly Cascade Lake,22,Q2'19,Yes,Server,nan,Yes,Yes,2,19
619,2nd Generation Intel® Xeon® Scalable Processors,6240,Products formerly Cascade Lake,18,Q2'19,Yes,Server,nan,Yes,Yes,2,19
620,2nd Generation Intel® Xeon® Scalable Processors,6240L,Products formerly Cascade Lake,18,Q2'19,Yes,Server,nan,Yes,Yes,2,19
621,2nd Generation Intel® Xeon® Scalable Processors,6240Y,Products formerly Cascade Lake,18,Q2'19,Yes,Server,nan,Yes,Yes,2,19
622,2nd Generation Intel® Xeon® Scalable Processors,6242,Products formerly Cascade Lake,16,Q2'19,Yes,Server,nan,Yes,Yes,2,19
623,2nd Generation Intel® Xeon® Scalable Processors,6244,Products formerly Cascade Lake,8,Q2'19,Yes,Server,nan,Yes,Yes,2,19
624,2nd Generation Intel® Xeon® Scalable Processors,6246,Products formerly Cascade Lake,12,Q2'19,Yes,Server,nan,Yes,Yes,2,19
625,2nd Generation Intel® Xeon® Scalable Processors,6248,Products formerly Cascade Lake,20,Q2'19,Yes,Server,nan,Yes,Yes,2,19
626,2nd Generation Intel® Xeon® Scalable Processors,6252,Products formerly Cascade Lake,24,Q2'19,Yes,Server,nan,Yes,Yes,2,19
627,2nd Generation Intel® Xeon® Scalable Processors,6252N,Products formerly Cascade Lake,24,Q2'19,Yes,Server,nan,Yes,Yes,2,19
628,2nd Generation Intel® Xeon® Scalable Processors,6254,Products formerly Cascade Lake,18,Q2'19,Yes,Server,nan,Yes,Yes,2,19
629,2nd Generation Intel® Xeon® Scalable Processors,6262V,Products formerly Cascade Lake,24,Q2'19,Yes,Server,nan,Yes,Yes,2,19
630,2nd Generation Intel® Xeon® Scalable Processors,8253,Products formerly Cascade Lake,16,Q2'19,Yes,Server,nan,Yes,Yes,2,19
631,2nd Generation Intel® Xeon® Scalable Processors,8256,Products formerly Cascade Lake,4,Q2'19,Yes,Server,nan,Yes,Yes,2,19
632,2nd Generation Intel® Xeon® Scalable Processors,8260,Products formerly Cascade Lake,24,Q2'19,Yes,Server,nan,Yes,Yes,2,19
633,2nd Generation Intel® Xeon® Scalable Processors,8260L,Products formerly Cascade Lake,24,Q2'19,Yes,Server,nan,Yes,Yes,2,19
634,2nd Generation Intel® Xeon® Scalable Processors,8260Y,Products formerly Cascade Lake,24,Q2'19,Yes,Server,nan,Yes,Yes,2,19
635,2nd Generation Intel® Xeon® Scalable Processors,8268,Products formerly Cascade Lake,24,Q2'19,Yes,Server,nan,Yes,Yes,2,19
636,2nd Generation Intel® Xeon® Scalable Processors,8270,Products formerly Cascade Lake,26,Q2'19,Yes,Server,nan,Yes,Yes,2,19
637,2nd Generation Intel® Xeon® Scalable Processors,8276,Products formerly Cascade Lake,28,Q2'19,Yes,Server,nan,Yes,Yes,2,19
638,2nd Generation Intel® Xeon® Scalable Processors,8276L,Products formerly Cascade Lake,28,Q2'19,Yes,Server,nan,Yes,Yes,2,19
639,2nd Generation Intel® Xeon® Scalable Processors,8280,Products formerly Cascade Lake,28,Q2'19,Yes,Server,nan,Yes,Yes,2,19
640,2nd Generation Intel® Xeon® Scalable Processors,8280L,Products formerly Cascade Lake,28,Q2'19,Yes,Server,nan,Yes,Yes,2,19
641,2nd Generation Intel® Xeon® Scalable Processors,9242,Products formerly Cascade Lake,48,Q2'19,nan,Server,nan,Yes,nan,2,19
642,2nd Generation Intel® Xeon® Scalable Processors,9282,Products formerly Cascade Lake,56,Q2'19,nan,Server,nan,Yes,nan,2,19
643,2nd Generation Intel® Xeon® Scalable Processors,4208,Products formerly Cascade Lake,8,Q2'19,Yes,Server,nan,Yes,Yes,2,19
644,2nd Generation Intel® Xeon® Scalable Processors,4209T,Products formerly Cascade Lake,8,Q2'19,Yes,Server,nan,Yes,Yes,2,19
645,2nd Generation Intel® Xeon® Scalable Processors,4210,Products formerly Cascade Lake,10,Q2'19,Yes,Server,nan,Yes,Yes,2,19
646,2nd Generation Intel® Xeon® Scalable Processors,4214,Products formerly Cascade Lake,12,Q2'19,Yes,Server,nan,Yes,Yes,2,19
647,2nd Generation Intel® Xeon® Scalable Processors,4214Y,Products formerly Cascade Lake,12,Q2'19,Yes,Server,nan,Yes,Yes,2,19
648,2nd Generation Intel® Xeon® Scalable Processors,4215,Products formerly Cascade Lake,8,Q2'19,Yes,Server,nan,Yes,Yes,2,19
649,2nd Generation Intel® Xeon® Scalable Processors,4216,Products formerly Cascade Lake,16,Q2'19,Yes,Server,nan,Yes,Yes,2,19
650,Intel® Xeon® E Processor,E-2224,Products formerly Coffee Lake,4,Q2'19,Yes,Server,nan,Yes,Yes,2,19
651,Intel® Xeon® E Processor,E-2224G,Products formerly Coffee Lake,4,Q2'19,Yes,Server,nan,Yes,Yes,2,19
652,Intel® Xeon® E Processor,E-2226G,Products formerly Coffee Lake,6,Q2'19,Yes,Server,nan,Yes,Yes,2,19
653,Intel® Xeon® E Processor,E-2234,Products formerly Coffee Lake,4,Q2'19,Yes,Server,nan,Yes,Yes,2,19
654,Intel® Xeon® E Processor,E-2236,Products formerly Coffee Lake,6,Q2'19,Yes,Server,nan,Yes,Yes,2,19
655,Intel® Xeon® E Processor,E-2244G,Products formerly Coffee Lake,4,Q2'19,Yes,Server,nan,Yes,Yes,2,19
656,Intel® Xeon® E Processor,E-2246G,Products formerly Coffee Lake,6,Q2'19,Yes,Server,nan,Yes,Yes,2,19
657,Intel® Xeon® E Processor,E-2274G,Products formerly Coffee Lake,4,Q2'19,Yes,Server,nan,Yes,Yes,2,19
658,Intel® Xeon® E Processor,E-2276G,Products formerly Coffee Lake,6,Q2'19,Yes,Server,nan,Yes,Yes,2,19
659,Intel® Xeon® E Processor,E-2278G,Products formerly Coffee Lake,8,Q2'19,Yes,Server,nan,Yes,Yes,2,19
660,Intel® Xeon® E Processor,E-2286G,Products formerly Coffee Lake,6,Q2'19,Yes,Server,nan,Yes,Yes,2,19
661,Intel® Xeon® E Processor,E-2288G,Products formerly Coffee Lake,8,Q2'19,Yes,Server,nan,Yes,Yes,2,19
662,Intel® Xeon® D Processor,D-1602,Products formerly Hewitt Lake,2,Q2'19,Yes,Server,nan,Yes,Yes,2,19
663,Intel® Xeon® D Processor,D-1622,Products formerly Hewitt Lake,4,Q2'19,Yes,Server,nan,Yes,Yes,2,19
664,Intel® Xeon® D Processor,D-1623N,Products formerly Hewitt Lake,4,Q2'19,Yes,Server,nan,Yes,Yes,2,19
665,Intel® Xeon® D Processor,D-1627,Products formerly Hewitt Lake,4,Q2'19,Yes,Server,nan,Yes,Yes,2,19
666,Intel® Xeon® D Processor,D-1633N,Products formerly Hewitt Lake,6,Q2'19,Yes,Server,nan,Yes,Yes,2,19
667,Intel® Xeon® D Processor,D-1637,Products formerly Hewitt Lake,6,Q2'19,Yes,Server,nan,Yes,Yes,2,19
668,Intel® Xeon® D Processor,D-1649N,Products formerly Hewitt Lake,8,Q2'19,Yes,Server,nan,Yes,Yes,2,19
669,Intel® Xeon® D Processor,D-1653N,Products formerly Hewitt Lake,8,Q2'19,Yes,Server,nan,Yes,Yes,2,19
670,Intel® Xeon® D Processor,D-1524N,Products formerly Broadwell,4,Q4'18,nan,Server,nan,Yes,nan,4,18
671,Intel® Xeon® D Processor,D-1524N,Products formerly Broadwell,4,Q4'18,nan,Server,nan,Yes,nan,4,18
672,Intel® Xeon® E Processor,E-2124,Products formerly Coffee Lake,4,Q3'18,Yes,Server,nan,Yes,Yes,3,18
673,Intel® Xeon® E Processor,E-2124G,Products formerly Coffee Lake,4,Q3'18,Yes,Server,nan,Yes,Yes,3,18
674,Intel® Xeon® E Processor,E-2126G,Products formerly Coffee Lake,6,Q3'18,Yes,Server,nan,Yes,Yes,3,18
675,Intel® Xeon® E Processor,E-2134,Products formerly Coffee Lake,4,Q3'18,Yes,Server,nan,Yes,Yes,3,18
676,Intel® Xeon® E Processor,E-2136,Products formerly Coffee Lake,6,Q3'18,Yes,Server,nan,Yes,Yes,3,18
677,Intel® Xeon® E Processor,E-2144G,Products formerly Coffee Lake,4,Q3'18,Yes,Server,nan,Yes,Yes,3,18
678,Intel® Xeon® E Processor,E-2146G,Products formerly Coffee Lake,6,Q3'18,Yes,Server,nan,Yes,Yes,3,18
679,Intel® Xeon® E Processor,E-2174G,Products formerly Coffee Lake,4,Q3'18,Yes,Server,nan,Yes,Yes,3,18
680,Intel® Xeon® E Processor,E-2186G,Products formerly Coffee Lake,6,Q3'18,Yes,Server,nan,Yes,Yes,3,18
681,Intel Atom® Processor C Series,C3336,Products formerly Denverton,2,Q3'18,Yes,Server,nan,Yes,Yes,3,18
682,Intel® Xeon® E Processor,E-2124,Products formerly Coffee Lake,4,Q3'18,Yes,Server,nan,Yes,Yes,3,18
683,Intel® Xeon® E Processor,E-2124G,Products formerly Coffee Lake,4,Q3'18,Yes,Server,nan,Yes,Yes,3,18
684,Intel® Xeon® E Processor,E-2126G,Products formerly Coffee Lake,6,Q3'18,Yes,Server,nan,Yes,Yes,3,18
685,Intel® Xeon® E Processor,E-2134,Products formerly Coffee Lake,4,Q3'18,Yes,Server,nan,Yes,Yes,3,18
686,Intel® Xeon® E Processor,E-2136,Products formerly Coffee Lake,6,Q3'18,Yes,Server,nan,Yes,Yes,3,18
687,Intel® Xeon® E Processor,E-2144G,Products formerly Coffee Lake,4,Q3'18,Yes,Server,nan,Yes,Yes,3,18
688,Intel® Xeon® E Processor,E-2146G,Products formerly Coffee Lake,6,Q3'18,Yes,Server,nan,Yes,Yes,3,18
689,Intel® Xeon® E Processor,E-2174G,Products formerly Coffee Lake,4,Q3'18,Yes,Server,nan,Yes,Yes,3,18
690,Intel® Xeon® E Processor,E-2186G,Products formerly Coffee Lake,6,Q3'18,Yes,Server,nan,Yes,Yes,3,18
691,Intel Atom® Processor C Series,C3336,Products formerly Denverton,2,Q3'18,Yes,Server,nan,Yes,Yes,3,18
692,Intel® Xeon® Scalable Processors,6138P,Products formerly Skylake,20,Q2'18,Yes,Server,nan,Yes,Yes,2,18
693,Intel® Xeon® Scalable Processors,6138P,Products formerly Skylake,20,Q2'18,Yes,Server,nan,Yes,Yes,2,18
694,Intel® Xeon® D Processor,D-2123IT,Products formerly Skylake,4,Q1'18,Yes,Server,nan,Yes,Yes,1,18
695,Intel® Xeon® D Processor,D-2141I,Products formerly Skylake,8,Q1'18,Yes,Server,nan,Yes,Yes,1,18
696,Intel® Xeon® D Processor,D-2142IT,Products formerly Skylake,8,Q1'18,Yes,Server,nan,Yes,Yes,1,18
697,Intel® Xeon® D Processor,D-2143IT,Products formerly Skylake,8,Q1'18,Yes,Server,nan,Yes,Yes,1,18
698,Intel® Xeon® D Processor,D-2145NT,Products formerly Skylake,8,Q1'18,Yes,Server,nan,Yes,Yes,1,18
699,Intel® Xeon® D Processor,D-2146NT,Products formerly Skylake,8,Q1'18,Yes,Server,nan,Yes,Yes,1,18
700,Intel® Xeon® D Processor,D-2161I,Products formerly Skylake,12,Q1'18,Yes,Server,nan,Yes,Yes,1,18
701,Intel® Xeon® D Processor,D-2163IT,Products formerly Skylake,12,Q1'18,Yes,Server,nan,Yes,Yes,1,18
702,Intel® Xeon® D Processor,D-2166NT,Products formerly Skylake,12,Q1'18,Yes,Server,nan,Yes,Yes,1,18
703,Intel® Xeon® D Processor,D-2173IT,Products formerly Skylake,14,Q1'18,Yes,Server,nan,Yes,Yes,1,18
704,Intel® Xeon® D Processor,D-2177NT,Products formerly Skylake,14,Q1'18,Yes,Server,nan,Yes,Yes,1,18
705,Intel® Xeon® D Processor,D-2183IT,Products formerly Skylake,16,Q1'18,Yes,Server,nan,Yes,Yes,1,18
706,Intel® Xeon® D Processor,D-2187NT,Products formerly Skylake,16,Q1'18,Yes,Server,nan,Yes,Yes,1,18
707,Intel® Xeon® D Processor,D-2123IT,Products formerly Skylake,4,Q1'18,Yes,Server,nan,Yes,Yes,1,18
708,Intel® Xeon® D Processor,D-2141I,Products formerly Skylake,8,Q1'18,Yes,Server,nan,Yes,Yes,1,18
709,Intel® Xeon® D Processor,D-2142IT,Products formerly Skylake,8,Q1'18,Yes,Server,nan,Yes,Yes,1,18
710,Intel® Xeon® D Processor,D-2143IT,Products formerly Skylake,8,Q1'18,Yes,Server,nan,Yes,Yes,1,18
711,Intel® Xeon® D Processor,D-2145NT,Products formerly Skylake,8,Q1'18,Yes,Server,nan,Yes,Yes,1,18
712,Intel® Xeon® D Processor,D-2146NT,Products formerly Skylake,8,Q1'18,Yes,Server,nan,Yes,Yes,1,18
713,Intel® Xeon® D Processor,D-2161I,Products formerly Skylake,12,Q1'18,Yes,Server,nan,Yes,Yes,1,18
714,Intel® Xeon® D Processor,D-2163IT,Products formerly Skylake,12,Q1'18,Yes,Server,nan,Yes,Yes,1,18
715,Intel® Xeon® D Processor,D-2166NT,Products formerly Skylake,12,Q1'18,Yes,Server,nan,Yes,Yes,1,18
716,Intel® Xeon® D Processor,D-2173IT,Products formerly Skylake,14,Q1'18,Yes,Server,nan,Yes,Yes,1,18
717,Intel® Xeon® D Processor,D-2177NT,Products formerly Skylake,14,Q1'18,Yes,Server,nan,Yes,Yes,1,18
718,Intel® Xeon® D Processor,D-2183IT,Products formerly Skylake,16,Q1'18,Yes,Server,nan,Yes,Yes,1,18
719,Intel® Xeon® D Processor,D-2187NT,Products formerly Skylake,16,Q1'18,Yes,Server,nan,Yes,Yes,1,18
720,Intel® Xeon® E Processor,E-2176G,Products formerly Coffee Lake,6,Q4'17,Yes,Server,nan,Yes,Yes,4,17
721,Intel® Xeon® E Processor,E-2176G,Products formerly Coffee Lake,6,Q4'17,Yes,Server,nan,Yes,Yes,4,17
722,Intel® Xeon® Scalable Processors,3104,Products formerly Skylake,6,Q3'17,Yes,Server,nan,Yes,Yes,3,17
723,Intel® Xeon® Scalable Processors,3106,Products formerly Skylake,8,Q3'17,Yes,Server,nan,Yes,Yes,3,17
724,Intel® Xeon® Scalable Processors,5115,Products formerly Skylake,10,Q3'17,Yes,Server,nan,Yes,Yes,3,17
725,Intel® Xeon® Scalable Processors,5118,Products formerly Skylake,12,Q3'17,Yes,Server,nan,Yes,Yes,3,17
726,Intel® Xeon® Scalable Processors,5119T,Products formerly Skylake,14,Q3'17,Yes,Server,nan,Yes,Yes,3,17
727,Intel® Xeon® Scalable Processors,5120,Products formerly Skylake,14,Q3'17,Yes,Server,nan,Yes,Yes,3,17
728,Intel® Xeon® Scalable Processors,5120T,Products formerly Skylake,14,Q3'17,Yes,Server,nan,Yes,Yes,3,17
729,Intel® Xeon® Scalable Processors,5122,Products formerly Skylake,4,Q3'17,Yes,Server,nan,Yes,Yes,3,17
730,Intel® Xeon® Scalable Processors,6126,Products formerly Skylake,12,Q3'17,Yes,Server,nan,Yes,Yes,3,17
731,Intel® Xeon® Scalable Processors,6126F,Products formerly Skylake,12,Q3'17,Yes,Server,nan,Yes,Yes,3,17
732,Intel® Xeon® Scalable Processors,6126T,Products formerly Skylake,12,Q3'17,Yes,Server,nan,Yes,Yes,3,17
733,Intel® Xeon® Scalable Processors,6128,Products formerly Skylake,6,Q3'17,Yes,Server,nan,Yes,Yes,3,17
734,Intel® Xeon® Scalable Processors,6130,Products formerly Skylake,16,Q3'17,Yes,Server,nan,Yes,Yes,3,17
735,Intel® Xeon® Scalable Processors,6130F,Products formerly Skylake,16,Q3'17,Yes,Server,nan,Yes,Yes,3,17
736,Intel® Xeon® Scalable Processors,6130T,Products formerly Skylake,16,Q3'17,Yes,Server,nan,Yes,Yes,3,17
737,Intel® Xeon® Scalable Processors,6132,Products formerly Skylake,14,Q3'17,Yes,Server,nan,Yes,Yes,3,17
738,Intel® Xeon® Scalable Processors,6134,Products formerly Skylake,8,Q3'17,Yes,Server,nan,Yes,Yes,3,17
739,Intel® Xeon® Scalable Processors,6136,Products formerly Skylake,12,Q3'17,Yes,Server,nan,Yes,Yes,3,17
740,Intel® Xeon® Scalable Processors,6138,Products formerly Skylake,20,Q3'17,Yes,Server,nan,Yes,Yes,3,17
741,Intel® Xeon® Scalable Processors,6138F,Products formerly Skylake,20,Q3'17,Yes,Server,nan,Yes,Yes,3,17
742,Intel® Xeon® Scalable Processors,6138T,Products formerly Skylake,20,Q3'17,Yes,Server,nan,Yes,Yes,3,17
743,Intel® Xeon® Scalable Processors,6140,Products formerly Skylake,18,Q3'17,Yes,Server,nan,Yes,Yes,3,17
744,Intel® Xeon® Scalable Processors,6142,Products formerly Skylake,16,Q3'17,Yes,Server,nan,Yes,Yes,3,17
745,Intel® Xeon® Scalable Processors,6142F,Products formerly Skylake,16,Q3'17,Yes,Server,nan,Yes,Yes,3,17
746,Intel® Xeon® Scalable Processors,6144,Products formerly Skylake,8,Q3'17,Yes,Server,nan,Yes,Yes,3,17
747,Intel® Xeon® Scalable Processors,6146,Products formerly Skylake,12,Q3'17,Yes,Server,nan,Yes,Yes,3,17
748,Intel® Xeon® Scalable Processors,6148,Products formerly Skylake,20,Q3'17,Yes,Server,nan,Yes,Yes,3,17
749,Intel® Xeon® Scalable Processors,6148F,Products formerly Skylake,20,Q3'17,Yes,Server,nan,Yes,Yes,3,17
750,Intel® Xeon® Scalable Processors,6150,Products formerly Skylake,18,Q3'17,Yes,Server,nan,Yes,Yes,3,17
751,Intel® Xeon® Scalable Processors,6152,Products formerly Skylake,22,Q3'17,Yes,Server,nan,Yes,Yes,3,17
752,Intel® Xeon® Scalable Processors,6154,Products formerly Skylake,18,Q3'17,Yes,Server,nan,Yes,Yes,3,17
753,Intel® Xeon® Scalable Processors,8153,Products formerly Skylake,16,Q3'17,Yes,Server,nan,Yes,Yes,3,17
754,Intel® Xeon® Scalable Processors,8156,Products formerly Skylake,4,Q3'17,Yes,Server,nan,Yes,Yes,3,17
755,Intel® Xeon® Scalable Processors,8158,Products formerly Skylake,12,Q3'17,Yes,Server,nan,Yes,Yes,3,17
756,Intel® Xeon® Scalable Processors,8160,Products formerly Skylake,24,Q3'17,Yes,Server,nan,Yes,Yes,3,17
757,Intel® Xeon® Scalable Processors,8160F,Products formerly Skylake,24,Q3'17,Yes,Server,nan,Yes,Yes,3,17
758,Intel® Xeon® Scalable Processors,8160T,Products formerly Skylake,24,Q3'17,Yes,Server,nan,Yes,Yes,3,17
759,Intel® Xeon® Scalable Processors,8164,Products formerly Skylake,26,Q3'17,Yes,Server,nan,Yes,Yes,3,17
760,Intel® Xeon® Scalable Processors,8168,Products formerly Skylake,24,Q3'17,Yes,Server,nan,Yes,Yes,3,17
761,Intel® Xeon® Scalable Processors,8170,Products formerly Skylake,26,Q3'17,Yes,Server,nan,Yes,Yes,3,17
762,Intel® Xeon® Scalable Processors,8176,Products formerly Skylake,28,Q3'17,Yes,Server,nan,Yes,Yes,3,17
763,Intel® Xeon® Scalable Processors,8176F,Products formerly Skylake,28,Q3'17,Yes,Server,nan,Yes,Yes,3,17
764,Intel® Xeon® Scalable Processors,8180,Products formerly Skylake,28,Q3'17,Yes,Server,nan,Yes,Yes,3,17
765,Intel® Xeon® Scalable Processors,4108,Products formerly Skylake,8,Q3'17,Yes,Server,nan,Yes,Yes,3,17
766,Intel® Xeon® Scalable Processors,4109T,Products formerly Skylake,8,Q3'17,Yes,Server,nan,Yes,Yes,3,17
767,Intel® Xeon® Scalable Processors,4110,Products formerly Skylake,8,Q3'17,Yes,Server,nan,Yes,Yes,3,17
768,Intel® Xeon® Scalable Processors,4112,Products formerly Skylake,4,Q3'17,Yes,Server,nan,Yes,Yes,3,17
769,Intel® Xeon® Scalable Processors,4114,Products formerly Skylake,10,Q3'17,Yes,Server,nan,Yes,Yes,3,17
770,Intel® Xeon® Scalable Processors,4114T,Products formerly Skylake,10,Q3'17,Yes,Server,nan,Yes,Yes,3,17
771,Intel® Xeon® Scalable Processors,4116,Products formerly Skylake,12,Q3'17,Yes,Server,nan,Yes,Yes,3,17
772,Intel® Xeon® Scalable Processors,4116T,Products formerly Skylake,12,Q3'17,Yes,Server,nan,Yes,Yes,3,17
773,Intel® Xeon® W Processor,W-2123,Products formerly Skylake,4,Q3'17,Yes,Server,nan,Yes,Yes,3,17
774,Intel® Xeon® W Processor,W-2125,Products formerly Skylake,4,Q3'17,Yes,Server,nan,Yes,Yes,3,17
775,Intel® Xeon® W Processor,W-2133,Products formerly Skylake,6,Q3'17,Yes,Server,nan,Yes,Yes,3,17
776,Intel® Xeon® W Processor,W-2135,Products formerly Skylake,6,Q3'17,Yes,Server,nan,Yes,Yes,3,17
777,Intel® Xeon® W Processor,W-2145,Products formerly Skylake,8,Q3'17,Yes,Server,nan,Yes,Yes,3,17
778,Intel® Xeon® W Processor,W-2155,Products formerly Skylake,10,Q3'17,Yes,Server,nan,Yes,Yes,3,17
779,Intel® Xeon® W Processor,W-2175,Products formerly Skylake,14,Q3'17,Yes,Server,nan,Yes,Yes,3,17
780,Intel® Xeon® W Processor,W-2195,Products formerly Skylake,18,Q3'17,Yes,Server,nan,Yes,Yes,3,17
781,Intel® Xeon® D Processor,D-1513N,Products formerly Broadwell,4,Q3'17,Yes,Server,nan,Yes,Yes,3,17
782,Intel® Xeon® D Processor,D-1523N,Products formerly Broadwell,4,Q3'17,Yes,Server,nan,Yes,Yes,3,17
783,Intel® Xeon® D Processor,D-1533N,Products formerly Broadwell,6,Q3'17,Yes,Server,nan,Yes,Yes,3,17
784,Intel® Xeon® D Processor,D-1543N,Products formerly Broadwell,8,Q3'17,Yes,Server,nan,Yes,Yes,3,17
785,Intel® Xeon® D Processor,D-1553N,Products formerly Broadwell,8,Q3'17,Yes,Server,nan,Yes,Yes,3,17
786,Intel® Xeon® Processor E3 v6 Family,E3-1285V6,Products formerly Kaby Lake,4,Q3'17,Yes,Server,nan,Yes,Yes,3,17
787,Intel Atom® Processor C Series,C3308,Products formerly Denverton,2,Q3'17,Yes,Server,nan,Yes,Yes,3,17
788,Intel Atom® Processor C Series,C3508,Products formerly Denverton,4,Q3'17,Yes,Server,nan,Yes,Yes,3,17
789,Intel Atom® Processor C Series,C3538,Products formerly Denverton,4,Q3'17,Yes,Server,nan,Yes,Yes,3,17
790,Intel Atom® Processor C Series,C3558,Products formerly Denverton,4,Q3'17,Yes,Server,nan,Yes,Yes,3,17
791,Intel Atom® Processor C Series,C3708,Products formerly Denverton,8,Q3'17,Yes,Server,nan,Yes,Yes,3,17
792,Intel Atom® Processor C Series,C3750,Products formerly Denverton,8,Q3'17,Yes,Server,nan,Yes,Yes,3,17
793,Intel Atom® Processor C Series,C3758,Products formerly Denverton,8,Q3'17,Yes,Server,nan,Yes,Yes,3,17
794,Intel Atom® Processor C Series,C3808,Products formerly Denverton,12,Q3'17,Yes,Server,nan,Yes,Yes,3,17
795,Intel Atom® Processor C Series,C3830,Products formerly Denverton,12,Q3'17,Yes,Server,nan,Yes,Yes,3,17
796,Intel Atom® Processor C Series,C3850,Products formerly Denverton,12,Q3'17,Yes,Server,nan,Yes,Yes,3,17
797,Intel Atom® Processor C Series,C3858,Products formerly Denverton,12,Q3'17,Yes,Server,nan,Yes,Yes,3,17
798,Intel Atom® Processor C Series,C3950,Products formerly Denverton,16,Q3'17,Yes,Server,nan,Yes,Yes,3,17
799,Intel Atom® Processor C Series,C3955,Products formerly Denverton,16,Q3'17,Yes,Server,nan,Yes,Yes,3,17
800,Intel Atom® Processor C Series,C3958,Products formerly Denverton,16,Q3'17,Yes,Server,nan,Yes,Yes,3,17
801,Intel® Xeon® Scalable Processors,3104,Products formerly Skylake,6,Q3'17,Yes,Server,nan,Yes,Yes,3,17
802,Intel® Xeon® Scalable Processors,3106,Products formerly Skylake,8,Q3'17,Yes,Server,nan,Yes,Yes,3,17
803,Intel® Xeon® Scalable Processors,5115,Products formerly Skylake,10,Q3'17,Yes,Server,nan,Yes,Yes,3,17
804,Intel® Xeon® Scalable Processors,5118,Products formerly Skylake,12,Q3'17,Yes,Server,nan,Yes,Yes,3,17
805,Intel® Xeon® Scalable Processors,5119T,Products formerly Skylake,14,Q3'17,Yes,Server,nan,Yes,Yes,3,17
806,Intel® Xeon® Scalable Processors,5120,Products formerly Skylake,14,Q3'17,Yes,Server,nan,Yes,Yes,3,17
807,Intel® Xeon® Scalable Processors,5120T,Products formerly Skylake,14,Q3'17,Yes,Server,nan,Yes,Yes,3,17
